Number,StateNum,Name,Area,Type,PFG Type,Period,Initial Period,Terminal Period,Northing,Easting,Zone,Num_Mounds,Max Mound Height (ft),Max Mound Area (sq ft),St Francis,Ditch,Platform
,3PO0050,Cart's Camp,SEMO/NEAR,,,K-J,K,J,3930520.0,720520.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0078,Stuckey #7,SEMO/NEAR,,,K-J,K,J,3929500.0,715890.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0229,Maddox,SEMO/NEAR,,,K-J,K,J,3930250.0,696470.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0437,3PO0437,SEMO/NEAR,,,K-J,K,J,3948280.0,710430.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0001,"Burns, Roscoe",SEMO/NEAR,,,K-J,K,J,3900665.0,686080.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0004,Crouch Place,SEMO/NEAR,,,K-J,K,J,3921400.0,679640.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0005,Bollinger Place,SEMO/NEAR,,,K-J,K,J,3923340.0,679570.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0009,Clara,SEMO/NEAR,,,K-J,K,J,3891700.0,694620.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0016,"Hunt, Mrs. Jess Place",SEMO/NEAR,,,K-J,K,J,3904300.0,691820.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0040,Cherry Valley Mound Group,SEMO/NEAR,,,K-J,K,J,3923250.0,705130.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0042,"Robinson, Harry Place",SEMO/NEAR,,,K-J,K,J,3915220.0,697320.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0082,Flossie Davis Place,SEMO/NEAR,,,K-J,K,J,3895000.0,689820.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0002,3SF0002,SEMO/NEAR,,,K-J,K,J,3884450.0,691400.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0058,"Harper, J.L. 2",SEMO/NEAR,,,K-J,K,J,3911200.0,688250.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0091,3CS0091,SEMO/NEAR,,,K-J,K,J,3917550.0,715170.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0145,3CS0145,SEMO/NEAR,,,K-J,K,J,3895350.0,708150.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0148,"Hess, Albert Place 1",SEMO/NEAR,,,K-J,K,J,3900460.0,685500.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0890,3CG0890,SEMO/NEAR,,,K-J,K,J,3962700.0,730020.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0921,3CG0921,SEMO/NEAR,,,K-J,K,J,3953930.0,689280.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0930,Bridger,SEMO/NEAR,,,K-J,K,J,3971250.0,695720.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0932,3CG0932,SEMO/NEAR,,,K-J,K,J,3961530.0,681780.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0933,3CG0933,SEMO/NEAR,,,K-J,K,J,3975070.0,727080.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0506,Weona #1,SEMO/NEAR,,,K-J,K,J,3931380.0,714050.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0507,Weona #2,SEMO/NEAR,,,K-J,K,J,3943730.0,714080.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0508,Stewart #2,SEMO/NEAR,,,K-J,K,J,3930650.0,719250.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0509,3PO0509,SEMO/NEAR,,,K-J,K,J,3938860.0,712280.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0939,Betty Brown,SEMO/NEAR,,,K-J,K,J,3977860.0,731300.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0488,Moon,SEMO/NEAR,,,K-J,K,J,3948800.0,722100.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0949,"Schug #2, Sonny",SEMO/NEAR,,,K-J,K,J,3980700.0,728420.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0950,Mcnatt Site #1,SEMO/NEAR,,,K-J,K,J,3978900.0,729380.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0515,Newground,SEMO/NEAR,,,K-J,K,J,3933530.0,683600.0,15.0,0,0.0,0.0,0,0.0,0
,3LE0142,3LE0142,SEMO/NEAR,,,K-J,K,J,3857000.0,701750.0,15.0,0,0.0,0.0,0,0.0,0
,3LE0218,3LE0218,SEMO/NEAR,,,K-J,K,J,3863800.0,697500.0,15.0,0,0.0,0.0,0,0.0,0
,3LE0194,3LE0194,SEMO/NEAR,,,K-J,K,J,3860040.0,700230.0,15.0,0,0.0,0.0,0,0.0,0
,3LE0205,3LE0205,SEMO/NEAR,,,K-J,K,J,3856480.0,702770.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0528,3PO0528,SEMO/NEAR,,,K-J,K,J,3940380.0,701200.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0271,3SF0271,SEMO/NEAR,,,K-J,K,J,3870460.0,693730.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0205,3CS0205,SEMO/NEAR,,,K-J,K,J,3903660.0,691070.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0204,3CS0204,SEMO/NEAR,,,K-J,K,J,3922975.0,697980.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0193,3CS0193,SEMO/NEAR,,,K-J,K,J,3922280.0,698320.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0202,3CS0202,SEMO/NEAR,,,K-J,K,J,3920800.0,697430.0,15.0,0,0.0,0.0,0,0.0,0
,3LE0001,Freeland,SEMO/NEAR,,,K-J,K,J,3863980.0,696720.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0534,3PO0534,SEMO/NEAR,,,K-J,K,J,3945530.0,703270.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0006,3CS0006,SEMO/NEAR,,,K-J,K,J,3922400.0,679730.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0013,Francis,SEMO/NEAR,,,K-J,K,J,3907240.0,687900.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0017,"Holt, R.T. Place",SEMO/NEAR,,,K-J,K,J,3903760.0,691120.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0041,"Perkins, Vance Place",SEMO/NEAR,,,K-J,K,J,3912300.0,694900.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0043,"Peeler, C.W. Place",SEMO/NEAR,,,K-J,K,J,3914520.0,696580.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0003,"Hunt, Sam",SEMO/NEAR,,,K-J,K,J,3904430.0,691070.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0018,Mosley Place,SEMO/NEAR,,,K-J,K,J,3921000.0,697500.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0085,"Shaver, Whit.",SEMO/NEAR,,,K-J,K,J,3920550.0,688450.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0100,Tyer,SEMO/NEAR,,,K-J,K,J,3900450.0,691320.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0131,3CS0131,SEMO/NEAR,,,K-J,K,J,3896410.0,707800.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0147,"Hess, Albert Place 2",SEMO/NEAR,,,K-J,K,J,3900495.0,685385.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0105,3CS0105,SEMO/NEAR,,,K-J,K,J,3895170.0,708080.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0023,"Bostick, L.E. Place",SEMO/NEAR,,,K-J,K,J,3906520.0,691950.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0086,3CS0086,SEMO/NEAR,,,K-J,K,J,3891550.0,696100.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0118,Wampler #3,SEMO/NEAR,,,K-J,K,J,3897330.0,679020.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0184,3CS0184,SEMO/NEAR,,,K-J,K,J,3910160.0,693800.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0146,"Brown, Charlie",SEMO/NEAR,,,K-J,K,J,3896170.0,687240.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0150,"Hess, Albert 3",SEMO/NEAR,,,K-J,K,J,3900350.0,685700.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0151,Ellis Chapel Cemetery (By,SEMO/NEAR,,,K-J,K,J,3896170.0,690900.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0223,3CS0223,SEMO/NEAR,,,K-J,K,J,3902200.0,690360.0,15.0,0,0.0,0.0,0,0.0,0
,3MS0351,Steele,SEMO/NEAR,,,K-J,K,J,3976400.0,748040.0,15.0,0,0.0,0.0,0,0.0,0
,3MS0044,3MS0044,SEMO/NEAR,,,K-J,K,J,3958000.0,754820.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0095,3SF0095,SEMO/NEAR,,,K-J,K,J,3889900.0,707600.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0058,3PO0058,SEMO/NEAR,,,K-J,K,J,3948060.0,716620.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0055,Harlan #1,SEMO/NEAR,,,K-J,K,J,3950630.0,718120.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0060,Stuckey #1,SEMO/NEAR,,,K-J,K,J,3929490.0,715360.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0270,Ditch #9 #1,SEMO/NEAR,,,K-J,K,J,3951180.0,718120.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0164,Rabey #1,SEMO/NEAR,,,K-J,K,J,3949110.0,694930.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0172,3PO0172,SEMO/NEAR,,,K-J,K,J,3951720.0,716450.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0175,3PO0175,SEMO/NEAR,,,K-J,K,J,3950500.0,715200.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0241,Henderson #4,SEMO/NEAR,,,K-J,K,J,3947770.0,716830.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0234,3PO0234,SEMO/NEAR,,,K-J,K,J,3952840.0,697220.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0236,3PO0236,SEMO/NEAR,,,K-J,K,J,3948000.0,695000.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0204,3PO0204,SEMO/NEAR,,,K-J,K,J,3931020.0,699070.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0207,Hicklin,SEMO/NEAR,,,K-J,K,J,3931440.0,698380.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0104,Shephard #3,SEMO/NEAR,,,K-J,K,J,3927400.0,698380.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0079,Stuckey #8,SEMO/NEAR,,,K-J,K,J,3929530.0,715960.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0084,Buhrmeister #1,SEMO/NEAR,,,K-J,K,J,3952290.0,695350.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0081,Hyneman #4,SEMO/NEAR,,,K-J,K,J,3946850.0,715800.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0125,Stuckey #10,SEMO/NEAR,,,K-J,K,J,3928360.0,715460.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0210,Houston #1,SEMO/NEAR,,,K-J,K,J,3949950.0,718900.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0224,Pickle,SEMO/NEAR,,,K-J,K,J,3952460.0,688390.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0242,"Pipkin, Monis",SEMO/NEAR,,,K-J,K,J,3944000.0,711600.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0243,"Cummins, Gordon",SEMO/NEAR,,,K-J,K,J,3944100.0,714360.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0304,3PO0304,SEMO/NEAR,,,K-J,K,J,3946750.0,712800.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0394,3PO0394,SEMO/NEAR,,,K-J,K,J,3940960.0,732550.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0474,3PO0474,SEMO/NEAR,,,K-J,K,J,3952420.0,679000.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0006,"Mcgee, W.M. Place",SEMO/NEAR,,,K-J,K,J,3977000.0,721760.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0009,Mcfarland Place,SEMO/NEAR,,,K-J,K,J,3969100.0,716370.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0013,Roberson Place,SEMO/NEAR,,,K-J,K,J,3973180.0,721740.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0015,"Lawrence, Geneva",SEMO/NEAR,,,K-J,K,J,3979730.0,724320.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0033,Fields Place,SEMO/NEAR,,,K-J,K,J,3966320.0,726620.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0380,3CG0380,SEMO/NEAR,,,K-J,K,J,3959520.0,684150.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0374,3CG0374,SEMO/NEAR,,,K-J,K,J,3971520.0,693250.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0382,Floatin Bridge (W/49&50),SEMO/NEAR,,,K-J,K,J,3976380.0,694440.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0037,Weist,SEMO/NEAR,,,K-J,K,J,3976980.0,700250.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0038,Hergett,SEMO/NEAR,,,K-J,K,J,3961080.0,717100.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0040,Baker,SEMO/NEAR,,,K-J,K,J,3981480.0,699100.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0044,3CG0044,SEMO/NEAR,,,K-J,K,J,3969580.0,704320.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0045,3CG0045,SEMO/NEAR,,,K-J,K,J,3969740.0,704600.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0046,3CG0046,SEMO/NEAR,,,K-J,K,J,3981170.0,693840.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0047,3CG0047,SEMO/NEAR,,,K-J,K,J,3980620.0,693830.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0049,Gibson #2,SEMO/NEAR,,,K-J,K,J,3976420.0,694570.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0050,Gibson #3,SEMO/NEAR,,,K-J,K,J,3976130.0,694470.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0035,Cowles,SEMO/NEAR,,,K-J,K,J,3965210.0,708870.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0041,Old Town Ridge,SEMO/NEAR,,,K-J,K,J,3981420.0,742340.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0355,3CG0355,SEMO/NEAR,,,K-J,K,J,3965440.0,722640.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0362,3CG0362,SEMO/NEAR,,,K-J,K,J,3973180.0,721740.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0368,"Dalton, Jolly",SEMO/NEAR,,,K-J,K,J,3981990.0,694380.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0314,"Wright, Kelly",SEMO/NEAR,,,K-J,K,J,3981720.0,727610.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0319,Dryden #1,SEMO/NEAR,,,K-J,K,J,3967640.0,688500.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0323,3CG0323,SEMO/NEAR,,,K-J,K,J,3972610.0,724040.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0325,3CG0325,SEMO/NEAR,,,K-J,K,J,3975540.0,705280.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0218,Burris #2,SEMO/NEAR,,,K-J,K,J,3970500.0,683900.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0220,Burris #4,SEMO/NEAR,,,K-J,K,J,3972850.0,692000.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0222,3CG0222,SEMO/NEAR,,,K-J,K,J,3969520.0,700190.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0224,3CG0224,SEMO/NEAR,,,K-J,K,J,3968860.0,699270.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0225,3CG0225,SEMO/NEAR,,,K-J,K,J,3968840.0,699720.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0347,3CG0347,SEMO/NEAR,,,K-J,K,J,3956350.0,708500.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0052,3CG0052,SEMO/NEAR,,,K-J,K,J,3980860.0,694070.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0054,Frierson #2,SEMO/NEAR,,,K-J,K,J,3954080.0,707860.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0079,Burns,SEMO/NEAR,,,K-J,K,J,3970610.0,691550.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0089,3CG0089,SEMO/NEAR,,,K-J,K,J,3976440.0,721160.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0105,Union Grove,SEMO/NEAR,,,K-J,K,J,3975330.0,704820.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0106,South - West Of Big Creek,SEMO/NEAR,,,K-J,K,J,3976780.0,705600.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0127,3CG0127,SEMO/NEAR,,,K-J,K,J,3972300.0,721530.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0297,West #1,SEMO/NEAR,,,K-J,K,J,3959240.0,712920.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0236,3CG0236,SEMO/NEAR,,,K-J,K,J,3960620.0,686190.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0244,3CG0244,SEMO/NEAR,,,K-J,K,J,3970360.0,686200.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0281,Ozbun,SEMO/NEAR,,,K-J,K,J,3975710.0,699820.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0292,3CG0292,SEMO/NEAR,,,K-J,K,J,3969540.0,704950.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0168,"Scott, Richard Mac Farm",SEMO/NEAR,,,K-J,K,J,3980140.0,695010.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0056,Frierson #4,SEMO/NEAR,,,K-J,K,J,3954030.0,707700.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0057,3CG0057,SEMO/NEAR,,,K-J,K,J,3980330.0,693540.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0059,3CG0059,SEMO/NEAR,,,K-J,K,J,3980500.0,693730.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0061,3CG0061,SEMO/NEAR,,,K-J,K,J,3980250.0,693900.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0071,3CG0071,SEMO/NEAR,,,K-J,K,J,3953820.0,679240.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0072,3CG0072,SEMO/NEAR,,,K-J,K,J,3953580.0,679440.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0073,3CG0073,SEMO/NEAR,,,K-J,K,J,3954130.0,679560.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0074,Lane Farm,SEMO/NEAR,,,K-J,K,J,3981000.0,698520.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0078,Pierre Cache,SEMO/NEAR,,,K-J,K,J,3971200.0,692780.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0140,Tate #1,SEMO/NEAR,,,K-J,K,J,3973280.0,693730.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0141,Tate #3,SEMO/NEAR,,,K-J,K,J,3973450.0,694030.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0143,3CG0143,SEMO/NEAR,,,K-J,K,J,3980400.0,693880.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0526,3CG0526,SEMO/NEAR,,,K-J,K,J,3963570.0,719240.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0639,3CG0639,SEMO/NEAR,,,K-J,K,J,3956490.0,716520.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0640,3CG0640,SEMO/NEAR,,,K-J,K,J,3955260.0,716580.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0660,3CG0660,SEMO/NEAR,,,K-J,K,J,3954800.0,717880.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0438,3CG0438,SEMO/NEAR,,,K-J,K,J,3979660.0,736980.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0016,Gamble,SEMO/NEAR,,,K-J,K,J,3975540.0,719620.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0456,3CG0456,SEMO/NEAR,,,K-J,K,J,3968670.0,685190.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0484,3CG0484,SEMO/NEAR,,,K-J,K,J,3976640.0,694940.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0487,3CG0487,SEMO/NEAR,,,K-J,K,J,3976700.0,695300.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0491,3CG0491,SEMO/NEAR,,,K-J,K,J,3976860.0,693980.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0080,Sand Hill,SEMO/NEAR,,,K-J,K,J,3970100.0,690140.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0039,Gibson,SEMO/NEAR,,,K-J,K,J,3965210.0,698560.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0060,3CG0060,SEMO/NEAR,,,K-J,K,J,3980330.0,693750.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0048,Gibson #1,SEMO/NEAR,,,K-J,K,J,3975920.0,694910.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0063,3CG0063,SEMO/NEAR,,,K-J,K,J,3980420.0,694090.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0081,West Fish Pond,SEMO/NEAR,,,K-J,K,J,3969330.0,690810.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0086,3CG0086,SEMO/NEAR,,,K-J,K,J,3976000.0,719060.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0088,3CG0088,SEMO/NEAR,,,K-J,K,J,3973660.0,717820.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0090,3CG0090,SEMO/NEAR,,,K-J,K,J,3975320.0,719360.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0092,3CG0092,SEMO/NEAR,,,K-J,K,J,3978200.0,723640.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0093,3CG0093,SEMO/NEAR,,,K-J,K,J,3977230.0,722170.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0094,3CG0094,SEMO/NEAR,,,K-J,K,J,3974730.0,718370.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0097,3CG0097,SEMO/NEAR,,,K-J,K,J,3972800.0,727200.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0108,3CG0108,SEMO/NEAR,,,K-J,K,J,3980320.0,724320.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0118,3CG0118,SEMO/NEAR,,,K-J,K,J,3975640.0,717610.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0120,3CG0120,SEMO/NEAR,,,K-J,K,J,3975600.0,725700.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0124,Greer,SEMO/NEAR,,,K-J,K,J,3968660.0,690310.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0082,Old House Place,SEMO/NEAR,,,K-J,K,J,3970030.0,691170.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0131,Stevens #1,SEMO/NEAR,,,K-J,K,J,3977190.0,693330.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0138,Stevens #8,SEMO/NEAR,,,K-J,K,J,3977340.0,701000.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0139,Tate #2,SEMO/NEAR,,,K-J,K,J,3973300.0,693950.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0187,Stevens #9,SEMO/NEAR,,,K-J,K,J,3977690.0,693040.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0223,3CG0223,SEMO/NEAR,,,K-J,K,J,3969490.0,700480.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0228,"Mcdaniel, Old Farm",SEMO/NEAR,,,K-J,K,J,3961540.0,698800.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0274,3CG0274,SEMO/NEAR,,,K-J,K,J,3981080.0,698600.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0280,Cole,SEMO/NEAR,,,K-J,K,J,3972180.0,692850.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0286,Gravel #1,SEMO/NEAR,,,K-J,K,J,3975200.0,712100.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0287,Between Gravel Catch #1&2,SEMO/NEAR,,,K-J,K,J,3974450.0,711670.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0300,3CG0300,SEMO/NEAR,,,K-J,K,J,3973440.0,719560.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0381,3CG0381,SEMO/NEAR,,,K-J,K,J,3959910.0,684100.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0384,3CG0384,SEMO/NEAR,,,K-J,K,J,3975380.0,693690.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0407,Barnett #1,SEMO/NEAR,,,K-J,K,J,3978480.0,703800.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0409,Barnett #2,SEMO/NEAR,,,K-J,K,J,3978590.0,703430.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0453,Krebs Place,SEMO/NEAR,,,K-J,K,J,3972060.0,687580.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0461,3CG0461,SEMO/NEAR,,,K-J,K,J,3967380.0,683700.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0525,3CG0525,SEMO/NEAR,,,K-J,K,J,3962960.0,719380.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0486,3CG0486,SEMO/NEAR,,,K-J,K,J,3976800.0,695520.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0490,3CG0490,SEMO/NEAR,,,K-J,K,J,3977660.0,694290.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0536,3CG0536,SEMO/NEAR,,,K-J,K,J,3964080.0,720450.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0584,3CG0584,SEMO/NEAR,,,K-J,K,J,3977380.0,741820.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0841,3CG0841,SEMO/NEAR,,,K-J,K,J,3975940.0,741630.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0863,3CG0863,SEMO/NEAR,,,K-J,K,J,3964940.0,721060.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0229,3CS0229,SEMO/NEAR,,,K-J,K,J,3906500.0,690830.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0972,3CG0972,SEMO/NEAR,,,K-J,K,J,3965370.0,700250.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0967,3CG0967,SEMO/NEAR,,,K-J,K,J,3965100.0,729220.0,15.0,0,0.0,0.0,0,0.0,0
,3MS0541,3MS0541,SEMO/NEAR,,,K-J,K,J,3969460.0,753950.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0242,3CG0242,SEMO/NEAR,,,K-J,K,J,3967790.0,688620.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0106,3SF0106,SEMO/NEAR,,,K-J,K,J,3887970.0,683920.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0988,3CG0988,SEMO/NEAR,,,K-J,K,J,3957720.0,678140.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0993,3CG0993,SEMO/NEAR,,,K-J,K,J,3959780.0,679400.0,15.0,0,0.0,0.0,0,0.0,0
