Number,StateNum,Name,Area,Type,PFG Type,Period,Initial Period,Terminal Period,Northing,Easting,Zone,Num_Mounds,Max Mound Height (ft),Max Mound Area (sq ft),St Francis,Ditch,Platform
13-O-11,,Commerce,Memphis ,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3855772.0,739436.0,15.0,6,18.0,0.0,0,0.0,1
13-O-12,,Indian Creek,Memphis ,Large Village Site,,C-B,C,B,3849650.0,741784.0,15.0,0,0.0,0.0,0,0.0,0
13-O-13,,Crystal Spring Mound,Memphis ,Mounds - Unknown,,?,?,?,3852682.0,744014.0,15.0,1,0.0,0.0,0,0.0,0
13-O-14,,Sledge (Royal),Memphis ,Small Village Site with Mound(s),,?,?,?,3849821.0,742436.0,15.0,1,0.0,0.0,0,0.0,0
13-O-2,,Green River Plantation,Memphis ,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3872321.0,738817.0,15.0,2,12.0,0.0,0,0.0,0
13-O-3,,Huber,Memphis ,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3870150.0,733280.0,15.0,1,0.0,0.0,0,0.0,0
13-O-4,,Nickey Mound,Memphis ,Small Village Site with Mound(s),,C-B,C,B,3872690.0,737248.0,15.0,1,0.0,0.0,0,0.0,0
13-O-5,,Belle Meade,Memphis,St. Francis,St. Francis,B-A,B,A,3870150.0,733280.0,15.0,6,10.0,0.0,1,0.0,1
13-O-6,,New Bethel,Memphis,Small Village Site with Mound(s),,C-B,C,B,3872190.0,729228.0,15.0,1,0.0,0.0,0,0.0,1
13-O-7,,Beck,Memphis,St. Francis,St. Francis,B-A,B,A,3866850.0,738580.0,15.0,8,10.0,0.0,0,0.0,0
13-O-8,,Stoddard,Memphis,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3864600.0,732400.0,15.0,2,6.0,2827.4333882308138,0,0.0,0
13-O-9,,Collins,Memphis,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3875620.0,737480.0,15.0,3,4.0,1963.4954084936207,0,0.0,0
13-P-1,,Walls,Memphis,Small Village Site with Mound(s),Irregular,B-A,B,A,3874859.0,754769.0,15.0,1+,0.0,0.0,0,0.0,0
13-P-10,,Irby,Memphis,Large Village Site with Mound(s),Irregular,F-E + B-A,B,A,3867421.0,759796.0,15.0,1,0.0,0.0,0,0.0,0
13-P-11,,Woodlyn,Memphis,Large Village Site with Mound(s),Irregular,B-A,B,A,3872116.0,753929.0,15.0,1,3.0,0.0,0,0.0,0
13-P-2,,Edgefield Mounds,Memphis,Conical Mound(s),,?,?,?,3875797.0,754578.0,15.0,2,0.0,0.0,0,0.0,0
13-P-3,,Turkey Ridge,Memphis,Large Village site,,G-F,G,F,3867500.0,757391.0,15.0,0,0.0,0.0,0,0.0,0
13-P-4,,Dogwood Ridge,Memphis,Small Village Site,,D-B,D,B,3868400.0,759719.0,15.0,0,0.0,0.0,0,0.0,0
13-P-5,,Shannon,Memphis,Small Village Site with Mound(s),,D-B,D,B,3863500.0,753463.0,15.0,1,0.0,0.0,0,0.0,0
13-P-6,,Cheatham,Memphis,Small Village Site with Mound(s),Irregular,B-A,B,A,3872748.0,757787.0,15.0,5,6.0,0.0,0,0.0,1
13-P-7,,Norfolk,Memphis,Small Village Site,,B-A,B,A,3869960.0,751930.0,15.0,0,0.0,0.0,0,0.0,0
13-P-8,,Lake Cormorant,Memphis,Small Village Site with Mound(s),,F-A,F,A,3866890.0,753981.0,15.0,1,0.0,0.0,0,0.0,0
13-P-9,,Withers,Memphis,Mounds - Unknown,,G-D,G,D,3865550.0,755964.0,15.0,2,0.0,0.0,0,0.0,0
14-M-3,,Broom,Memphis ,Large Village Site with Mound(s),Conical Mound,D-C,D,C,3828650.0,686800.0,15.0,3,10.0,7853.981633974483,0,0.0,0
14-N-1,3PH7,Moore,Memphis ,Large Village Site with Mound(s),,C-B,C,B,3833936.0,716829.0,15.0,1+,3.0,0.0,0,0.0,0
14-N-2,,Steagall,Memphis ,Small Village Site,,?,?,?,3834450.0,717745.0,15.0,0,0.0,0.0,0,0.0,0
14-N-3,,McCoullough Mound,Memphis ,Conical Mound(s),,?,?,?,3847076.0,706883.0,15.0,1,0.0,0.0,0,0.0,0
14-N-4,,Bowie Village,Memphis ,Large Village Site,,F-E,F,E,3822960.0,715513.0,15.0,0,0.0,0.0,0,0.0,0
14-N-5,,Coolidge Mound,Memphis ,Conical Mound(s),,?,?,?,3821916.0,715532.0,15.0,1,0.0,0.0,0,0.0,0
14-N-6,,Helena Crossing,Memphis ,Large Village Site with Mound(s),,E,E,E,3820480.0,720022.0,15.0,1+,0.0,0.0,0,0.0,0
14-O-1,,Evansville,Memphis ,Small Ceremonial Center,Small Ceremonial Center,E-D,E,D,3835900.0,738920.0,15.0,4,12.0,0.0,0,0.0,1
14-O-10,22Tu520,West Mounds,Memphis ,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3825601.0,731878.0,15.0,2+,18.0,0.0,0,0.0,1
14-O-11,,Kendall Mound,Memphis ,Small Village Site with Mound(s),,?,?,?,3845370.0,749901.0,15.0,1,0.0,0.0,0,0.0,0
14-O-12,,Jepson,Memphis ,Small Village Site with Mound(s),,?,?,?,3844028.0,750923.0,15.0,1,0.0,0.0,0,0.0,0
14-O-13,22Tu523,Canon,Memphis ,Large Village Site with Mound(s),Conical Mound,E-D,E,D,3827349.0,750391.0,15.0,1,12.0,3000.0,0,0.0,0
14-O-2,,Owens,Memphis ,Small Ceremonial Center,Small Ceremonial Center,E-D,E,D,3834164.0,737160.0,15.0,2,12.0,0.0,0,0.0,0
14-O-3,,Beaverdam,Memphis ,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3834660.0,738770.0,15.0,2+,11.0,0.0,0,0.0,0
14-O-4,,Perry,Memphis ,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3846780.0,737110.0,15.0,4,10.0,0.0,0,0.0,1
14-O-5,,McKinney Bayout,Memphis ,Small Village Site,,?,?,?,3844990.0,733381.0,15.0,0,0.0,0.0,0,0.0,0
14-O-6,,Johnson Cemetery,Memphis ,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3847260.0,741160.0,15.0,1,12.0,0.0,0,0.0,0
14-O-7,,Oakwood Cemetery,Memphis ,Small Village Site with Mound(s),,E-C,D,C,3841160.0,737112.0,15.0,1+,0.0,0.0,0,0.0,0
14-O-8,22Tu501,Dundee,Memphis ,Small Ceremonial Center,Small Ceremonial Center,E-C,E,C,3822844.0,733102.0,15.0,4,15.0,0.0,0,0.0,0
14-O-9,,Norflett,Memphis ,Conical Mound(s),,?,?,?,3827081.0,731131.0,15.0,1,0.0,0.0,0,0.0,0
14-P-1,,McKane,Memphis ,Large Village Site with Mound(s),,E-D,E,D,3842090.0,754500.0,15.0,1,0.0,0.0,0,0.0,0
14-P-2,,Prichard,Memphis ,Large Village Site,,D-C,D,C,3842770.0,752967.0,15.0,0,0.0,0.0,0,0.0,0
15-L-1,3AR015,Butler Mound,Arkansas,Small Village Site with Mound(s),,D-C,D,C,3791982.0,671920.0,15.0,2,7.0,9503.317777109125,0,0.0,0
15-L-2,,Baytown,Arkansas,Large Ceremonial Center,Large Ceremonial Center,D-C,D,C,3806090.0,678893.0,15.0,9,20.0,0.0,0,0.0,1
15-M-1,,Tinsley Mound,Arkansas,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3800420.0,688201.0,15.0,2,4.0,0.0,0,0.0,0
15-M-2,,Elaine,Arkansas,Conical Mound(s),,?,?,?,3797552.0,697684.0,15.0,1,0.0,0.0,0,0.0,0
15-M-3,,Elaine Consolidated School Mound,Arkansas,Conical Mound(s),,?,?,?,3798307.0,697618.0,15.0,1,0.0,0.0,0,0.0,0
15-M-4,,Crow,Arkansas,Conical Mound(s),,?,?,?,3796524.0,696687.0,15.0,1,0.0,0.0,0,0.0,0
15-M-5,,Vogel Mounds,Arkansas,Mounds - Unknown,,?,?,?,3806844.0,686320.0,15.0,1+,0.0,0.0,0,0.0,0
15-N-1,,Fitzhugh,Sunflower,Large Ceremonial Center,Large Ceremonial Center,B-A,B,A,3814590.0,720290.0,15.0,3,20.0,0.0,0,0.0,0
15-N-10,22-Co-502,Dickerson,Sunflower,Large Village Site with Mound(s),Conical Mound,F-E,F,E,3804144.0,731312.0,15.0,2,9.0,6361.725123519331,0,0.0,0
15-N-2,,Ellis,Arkansas,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3810440.0,718757.0,15.0,1,6.0,0.0,0,0.0,0
15-N-3,,Old Town,Arkansas,St. Francis,St. Francis,B-A,B,A,3808000.0,708268.0,15.0,2,12.0,0.0,0,0.0,0
15-N-4,,Buie,Arkansas,Small Village Site,,D-B,D,B,3806300.0,707130.0,15.0,0,0.0,0.0,0,0.0,0
15-N-5,,Parchman Place,Arkansas,Large Village Site with Mound(s),,B-A,B,A,3803580.0,725377.0,15.0,1+,0.0,0.0,0,0.0,1
15-N-6,,Montgomery,Sunflower,Small Village Site with Mound(s),,D-A,D,A,3797449.0,713147.0,15.0,2,0.0,0.0,0,0.0,1
15-N-7,,Stovall,Sunflower,Conical Mound(s),,F-A,F,A,3797160.0,714046.0,15.0,1,0.0,0.0,0,0.0,0
15-N-8,,Carson Group,Sunflower,Small Village Site with Mound(s),,B-A,B,A,3797169.0,714335.0,15.0,3,0.0,0.0,0,1.0,1
15-N-9,,Vaught Mound,Sunflower,Mounds - Unknown,,?,?,?,3808956.0,726677.0,15.0,1,0.0,0.0,0,0.0,1
15-O-1,22-Co-504,Salomon,Sunflower,Small Ceremonial Center,Small Ceremonial Center,E-B,E,B,3804150.0,731320.0,15.0,11,27.0,0.0,0,0.0,1
15-O-10,,Wilsford,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3808537.0,730411.0,15.0,1,10.0,0.0,0,0.0,1
15-O-12,,D'Orr,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3795120.0,747038.0,15.0,1,0.0,0.0,0,0.0,0
15-O-13,22Qu514,Allison,Sunflower,Small Village Site with Mound(s),,E-A,E,A,3813392.0,749936.0,15.0,1+,0.0,0.0,0,0.0,1
15-O-14,,Youngblood,Sunflower,Small Village Site with Mound(s),,?,?,?,3807000.0,741714.0,15.0,1+,0.0,0.0,0,0.0,0
15-O-15,22Qu511,Whiting,Sunflower,Small Ceremonial Center,Small Ceremonial Center,E-C,E,C,3800530.0,742735.0,15.0,1+,0.0,0.0,0,0.0,0
15-O-16,,Tidwell,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3798940.0,743878.0,15.0,1,5.0,2827.4333882308138,0,0.0,0
15-O-17,,Miller Place,Sunflower,Mounds - Unknown,,?,?,?,3795821.0,743508.0,15.0,2,0.0,0.0,0,0.0,0
15-O-18,,Ware,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3793760.0,745014.0,15.0,3,6.0,4417.864669110647,0,0.0,0
15-O-2,22Co510,Barbee,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3812570.0,732861.0,15.0,1,8.0,7853.981633974483,0,0.0,0
15-O-3,,Maddux,Sunflower,Small Village Site,,?,?,?,3813876.0,730470.0,15.0,0,0.0,0.0,0,0.0,0
15-O-4,22Co517,Lula,Sunflower,Large Village Site with Mound(s),,F-D,F,D,3816984.0,729504.0,15.0,2,0.0,0.0,0,0.0,0
15-O-5,,Moon,Sunflower,Large Village Site,,E-D,E,D,3810120.0,731401.0,15.0,0,0.0,0.0,0,0.0,0
15-O-6,,Posey Mound,Sunflower,Small Ceremonial Center,Small Ceremonial Center,F-D,F,D,3802392.0,748156.0,15.0,1+,15.0,0.0,0,0.0,1
15-O-7,22Co506,Prowell,Sunflower,Large Village Site with Mound(s),Conical Mound,F-E,F,E,3793390.0,738262.0,15.0,3,0.0,0.0,0,0.0,0
15-O-8,22Co515,Hull Brake,Sunflower,Small Village Site,,F-B,F,B,3805939.0,728611.0,15.0,0,0.0,0.0,0,0.0,0
15-P-1,,Thomas,Sunflower,Conical Mound(s),Conical Mound,F-E,F,E,3800320.0,770245.0,15.0,1,3.0,1590.4312808798327,0,0.0,0
15-P-2,22Qu507,Taylor,Sunflower,Conical Mound(s),,?,?,?,3813380.0,753223.0,15.0,1,0.0,0.0,0,0.0,0
15-P-3,22Pa513,Indian Creek,Sunflower,Small Ceremonial Center,Small Ceremonial Center,F-E,F,E,3814530.0,761736.0,15.0,1,12.0,0.0,0,0.0,1
15-P-4,22Pa514,Corn Lake,Sunflower,Small Ceremonial Center,Small Ceremonial Center,D-B,D,B,3809960.0,758880.0,15.0,1+,0.0,0.0,0,0.0,0
16-K-1,3AR14,Jones Place,Arkansas,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3765272.0,649648.0,15.0,2,5.0,1256.6370614359173,0,0.0,0
16-K-2,3AR013,Mill Bayou Prairie Mound,Arkansas,Small Village Site with Mound(s),,?,?,?,3779544.0,643504.0,15.0,1,0.0,0.0,0,0.0,0
16-K-3,3AR27,McGahhey,Arkansas,Conical Mound(s),,?,?,?,3765329.0,657598.0,15.0,1+,0.0,0.0,0,0.0,0
16-L-1,3AR010,Bitely Place,Arkansas,Mounds - Unknown,,?,?,?,3772216.0,663560.0,15.0,1,20.0,0.0,0,0.0,1
16-L-2,,Essex,Arkansas,Mounds - Unknown,,?,?,?,3790079.0,666539.0,15.0,1,0.0,0.0,0,0.0,1
16-L-3,3AR009,Stovall Mounds,Arkansas,Small Village Site with Mound(s),,F-B,F,B,3791136.0,671632.0,15.0,1+,3.0,1963.4954084936207,0,0.0,0
16-L-4,,Brandenburg Place A,Arkansas,Small Village Site with Mound(s),,C-B,C,B,3791063.0,672080.0,15.0,2,0.0,0.0,0,0.0,0
16-L-5,,Brandenburg Place B,Arkansas,Small Village Site with Mound(s),Conical Mound,C-B,C,B,3791043.0,671222.0,15.0,2+,1.5,1963.4954084936207,0,0.0,0
16-L-6,,Dupree,Arkansas,Large Village Site with Mound(s),Irregular,C-B,C,B,3783580.0,682776.0,15.0,1,10.0,0.0,0,0.0,1
16-M-1,,Avenue,Arkansas,Small Village Site with Mound(s),,B-A,B,A,3784280.0,690527.0,15.0,1+,0.0,0.0,0,0.0,0
16-M-2,,Tomanelli,Sunflower,Small Village Site with Mound(s),,C-B,C,B,3770770.0,699076.0,15.0,1+,0.0,0.0,0,0.0,0
16-M-3,,Yates,Sunflower,Large Village Site with Mound(s),,F-C,F,C,3766240.0,704609.0,15.0,1+,0.0,0.0,0,0.0,0
16-M-4,,Macedonia,Sunflower,Mounds - Unknown,,?,?,?,3792073.0,718913.0,15.0,1,0.0,0.0,0,0.0,0
16-M-5,,Mount Olive,Sunflower,Small Village Site with Mound(s),,C-B,C,B,3765030.0,699196.0,15.0,1+,0.0,0.0,0,0.0,0
16-M-6,,Stokes Bayou,Sunflower,Large Village Site with Mound(s),Irregular,C-B,C,B,3766410.0,697259.0,15.0,5,9.0,0.0,0,0.0,1
16-M-7,,Brook Bayou,Sunflower,Mounds - Unknown,,?,?,?,3779737.0,713311.0,15.0,1,0.0,0.0,0,0.0,0
16-N-1,,Acree Place,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3775070.0,712291.0,15.0,2,6.0,7853.981633974483,0,0.0,0
16-N-10,,Myer,Sunflower,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3775580.0,726680.0,15.0,1,15.0,0.0,0,0.0,1
16-N-11,,Hopson Bayou,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3770230.0,728068.0,15.0,1,3.0,1256.6370614359173,0,0.0,0
16-N-12,,Black Bayou,Sunflower,Small Village Site with Mound(s),,?,?,?,3782870.0,710870.0,15.0,1+,0.0,0.0,0,0.0,0
16-N-13,,Sherard,Sunflower,Conical Mound(s),,?,?,?,3787501.0,711142.0,15.0,1,0.0,0.0,0,0.0,0
16-N-14,,Harris Bayou,Sunflower,Large Village Site with Mound(s),Conical Mound,F-E,F,E,3787130.0,713449.0,15.0,1,5.0,5026.548245743669,0,0.0,0
16-N-15,,Dogwood Bayou,Sunflower,Small Village Site with Mound(s),,?,?,?,3785588.0,713965.0,15.0,1,0.0,0.0,0,0.0,0
16-N-16,,Baugh,Sunflower,Mounds - Unknown,,?,?,?,3786507.0,709960.0,15.0,1,0.0,0.0,0,0.0,0
16-N-17,,Howden Lake,Sunflower,Small Village Site with Mound(s),,?,?,?,3768080.0,709954.0,15.0,1,0.0,0.0,0,0.0,0
16-N-18,,Bobo,Sunflower,Mounds - Unknown,,?,?,?,3784940.0,721593.0,15.0,1,0.0,0.0,0,0.0,0
16-N-19,,Crawford Lake,Sunflower,Small Village Site with Mound(s),,C-B,C,B,3771110.0,723849.0,15.0,1+,0.0,0.0,0,0.0,0
16-N-2,,Alligator Mounds,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3774300.0,708780.0,15.0,2,15.0,0.0,0,0.0,1
16-N-20,,Aderholt,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3786690.0,718565.0,15.0,2,0.0,0.0,0,0.0,0
16-N-21,,Morning Star,Sunflower,Mounds - Unknown,,?,?,?,3789172.0,722173.0,15.0,1,0.0,0.0,0,0.0,0
16-N-22,,Clark,Sunflower,Mounds - Unknown,,?,?,?,3784290.0,724631.0,15.0,1,0.0,0.0,0,0.0,0
16-N-23,,Hopkins,Sunflower,Mounds - Unknown,,?,?,?,3782020.0,724988.0,15.0,1,0.0,0.0,0,0.0,0
16-N-24,,Durham,Sunflower,Mounds - Unknown,,?,?,?,3782254.0,726813.0,15.0,1,0.0,0.0,0,0.0,0
16-N-25,,Doadey,Sunflower,Mounds - Unknown,,F,F,F,3772850.0,728389.0,15.0,1+,0.0,0.0,0,0.0,0
16-N-3,,Ellis,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3791820.0,660360.0,15.0,3,12.0,7853.981633974483,0,0.0,0
16-N-4,,Rufus Davis,Sunflower,Small Ceremonial Center,Small Ceremonial Center,E-D,E,D,3791340.0,717339.0,15.0,2,12.0,0.0,0,0.0,1
16-N-5,,Little Sunflower,Sunflower,Mounds - Unknown,,D-C,D,C,3789150.0,717835.0,15.0,1,0.0,0.0,0,0.0,0
16-N-6,,Oliver,Sunflower,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3770950.0,721200.0,15.0,2,26.0,0.0,0,0.0,0
16-N-7,,Bramlett,Sunflower,Small Village Site with Mound(s),,E-B,E,B,3778930.0,712966.0,15.0,1+,0.0,0.0,0,0.0,0
16-N-8,,Peter's Rock,Sunflower,Conical Mound(s),,?,?,?,3782293.0,707831.0,15.0,1,0.0,0.0,0,0.0,0
16-N-9,,Mattson,Sunflower,Small Ceremonial Center,Small Ceremonial Center,B-A,B,A,3776890.0,728912.0,15.0,1,12.0,0.0,0,0.0,0
16-O-1,,Dunn,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3788240.0,732175.0,15.0,2,15.0,0.0,0,0.0,1
16-O-11,,Oxbow Bend,Sunflower,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3789290.0,735663.0,15.0,1,3.0,6361.725123519331,0,0.0,0
16-O-12,,Oliverfried,Sunflower,Mounds - Unknown,,F-C,F,C,3783571.0,750265.0,15.0,1,0.0,0.0,0,0.0,0
16-O-13,,Denton,Sunflower,Small Village Site with Mound(s),,?,?,?,3782580.0,744963.0,15.0,1,0.0,0.0,0,0.0,0
16-O-14,,Stover,Sunflower,Small Village Site with Mound(s),Conical Mound,G-F,G,F,3768900.0,751284.0,15.0,1,3.0,1590.4312808798327,0,0.0,0
16-O-15,,Garner,Sunflower,Small Village Site with Mound(s),Conical Mound,H-A,H,A,3773320.0,733696.0,15.0,1,5.0,4417.864669110647,0,0.0,0
16-O-16,,Flower,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3771220.0,734081.0,15.0,1,0.0,0.0,0,0.0,0
16-O-2,,Spendthirft,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3778260.0,732685.0,15.0,1,15.0,0.0,0,0.0,0
16-O-3,,Everett,Sunflower,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3767380.0,740305.0,15.0,2,5.0,2827.4333882308138,0,0.0,0
16-O-4,,Opossum Bayou,Sunflower,Conical Mound(s),,?,?,?,3784296.0,748158.0,15.0,1,0.0,0.0,0,0.0,0
16-O-5,,Yager,Sunflower,Conical Mound(s),,?,?,?,3783248.0,748301.0,15.0,1,0.0,0.0,0,0.0,0
16-O-6,,Garmon,Sunflower,Small Village Site with Mound(s),,G-F,G,F,3786320.0,744428.0,15.0,1,0.0,0.0,0,0.0,1
16-O-7,,Henderson,Sunflower,Small Village Site with Mound(s),Conical Mound,G-F,G,F,3781730.0,737614.0,15.0,1,5.0,4417.864669110647,0,0.0,0
16-O-8,,Norman,Sunflower,Mounds - Unknown,,H-F,H,F,3776050.0,736443.0,15.0,1+,0.0,0.0,0,0.0,0
16-O-9,,Little Texas,Sunflower,Small Village Site with Mound(s),,?,?,?,3778000.0,735886.0,15.0,1+,0.0,0.0,0,0.0,0
16-P-1,,Charleston,Sunflower,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3766640.0,771187.0,15.0,3,15.0,17671.458676442588,0,0.0,0
16-P-2,,Shady Grove,Sunflower,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3789490.0,753408.0,15.0,2,18.0,0.0,0,0.0,1
16-P-3,,Twin Lakes,Sunflower,Small Village Site with Mound(s),Conical Mound,H-A,H,A,3783870.0,757671.0,15.0,2,0.0,0.0,0,0.0,0
16-P-4,,White,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3783170.0,755259.0,15.0,2,6.0,0.0,0,0.0,0
16-P-5,,Crosslyn,Sunflower,Mounds - Unknown,,E-B,E,B,3787410.0,754652.0,15.0,1+,0.0,0.0,0,0.0,0
16-P-6,,Cox,Sunflower,Small Village Site with Mound(s),,E-B,E,B,3785510.0,755436.0,15.0,1+,0.0,0.0,0,0.0,0
16-P-7,,Mitchell,Sunflower,Small Village Site with Mound(s),,E-B,E,B,3781300.0,757214.0,15.0,1+,0.0,0.0,0,0.0,0
16-P-8,,Blue Lake,Sunflower,Small Village Site with Mound(s),Conical Mound,H-A,H,A,3779450.0,757541.0,15.0,2,0.0,0.0,0,0.0,0
16-P-9,,Carmichael,Sunflower,Mounds - Unknown,,G-F,G,F,3776617.0,757462.0,15.0,1,0.0,0.0,0,0.0,0
17-K-1,3AR004,Menard Mound,Arkansas,Small Village Site with Mound(s),,D-A,D,A,3762400.0,659884.0,15.0,3,0.0,0.0,0,0.0,0
17-K-2,,Thiele Hill,Arkansas,Small Village Site with Mound(s),,?,?,?,3760992.0,656376.0,15.0,1,0.0,0.0,0,0.0,0
17-K-3,3AR025,Wallace,Arkansas,Village Site With Mound(s),,B-A,B,A,3762132.0,661476.0,15.0,1,0.0,0.0,0,0.0,0
17-K-4,,Almond Farm,Arkansas,Small Village Site,,?,?,?,3762300.0,658468.0,15.0,0,0.0,0.0,0,0.0,0
17-K-5,,Cooks Mound,Arkansas,Small Ceremonial Center,Small Ceremonial Center,D-B,D,B,3737720.0,660234.0,15.0,1,25.0,0.0,0,0.0,1
17-K-6,,Bond,Arkansas,Small Village Site with Mound(s),Conical Mound,F-E,F,E,3740130.0,659546.0,15.0,1,4.0,1963.4954084936207,0,0.0,0
17-K-7,,Alma Brown,Arkansas,Large Village Site with Mound(s),,F-A,F,A,3735930.0,658649.0,15.0,1+,0.0,0.0,0,0.0,0
17-L-1,,Massey Place,Arkansas,Large Village Site with Mound(s),,F-B,F,B,3762660.0,661971.0,15.0,1+,0.0,0.0,0,0.0,0
17-L-2,,Ellerton Mound,Arkansas,Conical Mound(s),,?,?,?,3763111.0,662283.0,15.0,1+,0.0,0.0,0,0.0,0
17-L-3,3AR003,Poor Place,Arkansas,Small Village Site with Mound(s),,E-C,E,C,3762288.0,661484.0,15.0,2,0.0,0.0,0,0.0,0
17-L-4,,Wynn,Arkansas,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3753780.0,662679.0,15.0,2,11.0,0.0,0,0.0,1
17-L-5,,Waxhaw,Sunflower,Mounds - Unknown,,?,?,?,3753260.0,683037.0,15.0,1+,0.0,0.0,0,0.0,1
17-M-1,,Bear Ridge,Sunflower,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3755230.0,685270.0,15.0,6,10.0,0.0,0,0.0,1
17-M-10,,Reynolds,Sunflower,Small Village Site,,E-C,E,C,3746440.0,695653.0,15.0,0,0.0,0.0,0,0.0,0
17-M-11,,Bush,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3749490.0,692713.0,15.0,2,12.0,0.0,0,0.0,1
17-M-12,,O'Donnell,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3746610.0,692098.0,15.0,1,8.0,0.0,0,0.0,1
17-M-13,,Boles Lake,Sunflower,Small Village Site with Mound(s),Conical Mound,G-F,G,F,3745220.0,689311.0,15.0,1,9.0,2827.4333882308138,0,0.0,0
17-M-14,,Bonkin Bayou,Sunflower,Small Village Site with Mound(s),Conical Mound,D-C,D,C,3748200.0,687720.0,15.0,1,6.0,1963.4954084936207,0,0.0,0
17-M-15,,Dattel,Sunflower,Conical Mound(s),,?,?,?,3748910.0,689484.0,15.0,1,0.0,0.0,0,0.0,0
17-M-16,,MacGowan,Sunflower,Small Village Site with Mound(s),,D-C,D,C,3745900.0,686378.0,15.0,1,0.0,0.0,0,0.0,0
17-M-17,,Nelson,Sunflower,Small Ceremonial Center,Small Ceremonial Center,F-E,F,E,3743370.0,686501.0,15.0,2,5.0,0.0,0,0.0,1
17-M-18,,Roosevelt,Sunflower,Small Ceremonial Center,Small Ceremonial Center,D-C,D,C,3749670.0,701217.0,15.0,2,5.0,0.0,0,0.0,0
17-M-19,,Firtell,Sunflower,Mounds - Unknown,,?,?,?,3752287.0,698707.0,15.0,1,0.0,0.0,0,0.0,0
17-M-2,,Blanchard,Sunflower,St. Francis,St. Francis,B-A,B,A,3758170.0,693955.0,15.0,4,15.0,0.0,1,0.0,0
17-M-20,,Shelby,Sunflower,Mounds - Unknown,,?,?,?,3756069.0,701541.0,15.0,1,0.0,0.0,0,0.0,0
17-M-21,,Laban Bayou,Sunflower,Mounds - Unknown,,?,?,?,3746582.0,686574.0,15.0,1,0.0,0.0,0,0.0,0
17-M-3,,Perthshire,Sunflower,Conical Mound(s),,?,?,?,3760722.0,691966.0,15.0,1+,0.0,0.0,0,0.0,0
17-M-4,,Christmas,Sunflower,Conical Mound(s),,?,?,?,3738114.0,687171.0,15.0,1,0.0,0.0,0,0.0,0
17-M-5,,Walton,Sunflower,Mounds - Unknown,,?,?,?,3739123.0,689419.0,15.0,1,0.0,0.0,0,0.0,0
17-M-6,,Mound City,Sunflower,Large Village Site with Mound(s),,?,?,?,3738080.0,691968.0,15.0,1+,0.0,0.0,0,0.0,1
17-M-7,,Moore,Sunflower,Small Village Site with Mound(s),,?,?,?,3739670.0,691582.0,15.0,1,0.0,0.0,0,0.0,1
17-M-8,,Bob Williams,Sunflower,Mounds - Unknown,,?,?,?,3746646.0,702428.0,15.0,1,0.0,0.0,0,0.0,0
17-M-9,,Spinks,Sunflower,Mounds - Unknown,,?,?,?,3741710.0,699280.0,15.0,1+,0.0,0.0,0,0.0,0
17-N-1,,Merigold,Sunflower,Small Ceremonial Center,Small Ceremonial Center,C-B,C,B,3746510.0,712155.0,15.0,7,18.0,0.0,0,0.0,0
17-N-10,,Nora Smith,Sunflower,Small Village Site with Mound(s),,?,?,?,3747623.0,724081.0,15.0,1,0.0,0.0,0,0.0,0
