seed,nc_co,nc_tt,fst_co,fst_tt
489,3.0,2.0,0.02404057565928792,0.0055333175101070905
490,3.0,3.0,0.01666344337198046,0.009084963042464858
491,3.0,2.0,0.015878167116108236,0.004233855778994205
492,3.0,2.0,0.016025993641208762,0.006013058067147101
493,3.0,2.0,0.024651699654818268,0.0059238327549038855
494,3.0,3.0,0.017706482196927626,0.00775877742005025
495,4.0,2.0,0.02827203405413192,0.006596422151675211
496,3.0,2.0,0.015395050550854385,0.007711505236654854
497,3.0,2.0,0.015394407892017375,0.00568036798012104
498,3.0,2.0,0.013906092475876803,0.0052151686402713
499,4.0,2.0,0.023029736559178268,0.005902562687781948
