seed,nc,fst_tt,fst_co,rho
180,2.0,0.009488250249661588,0.024744026972865093,0.6776135741652982
181,2.0,0.010757091147398616,0.0231002538981423,0.6507936507936508
182,2.0,0.014276215383709287,0.022383227299871977,0.5101258894362343
183,2.0,0.012946059534518748,0.03494671717290451,0.45429666119321294
184,2.0,0.014112718822546444,0.029635213553545935,0.7783251231527094
185,2.0,0.012085521149519234,0.027646101776511986,0.20032840722495895
186,2.0,0.014618512244552592,0.03535871151303226,0.21674876847290642
187,2.0,0.01345446323286769,0.04210909444569338,0.7006020799124247
188,2.0,0.010634874213734843,0.024822428681825697,0.7115489874110563
189,2.0,0.01146062176506232,0.033772486873747974,0.3694581280788177
190,2.0,0.01026745453614396,0.019479797498058556,0.1713191023535851
191,2.0,0.018051219925205336,0.03684979447678054,0.5380405035577449
192,2.0,0.015187105836644114,0.019362865610081537,0.5571975916803502
193,2.0,0.017894395974636504,0.0548357382108758,0.27367268746579093
194,2.0,0.012889074705699556,0.00987590442979997,0.4433497536945813
195,2.0,0.014610062872060198,0.02269430511763275,0.6398467432950191
196,3.0,0.025176068247251753,0.036994266009624195,0.441160372194855
197,2.0,0.013498076034081416,0.020683394167636912,0.6677613574165299
198,3.0,0.02279419309044102,0.021573213979526648,0.8565955117679256
199,2.0,0.013825968333645194,0.034761459828954726,0.19759168035030103
200,3.0,0.020047101512803558,0.02868798879345204,0.5473453749315819
201,2.0,0.012642154576827845,0.01756134347052776,0.5057471264367817
202,2.0,0.011087139119913707,0.03579259207559683,0.6584564860426929
203,2.0,0.007558089867315687,0.04388963086365442,0.3700054734537493
204,2.0,0.011997522004276794,0.030769947961810224,0.6261631089217295
205,3.0,0.018925331436417066,0.017318620697964728,0.6475095785440612
206,3.0,0.02169542609233283,0.02863831732388914,0.7033388067870826
207,2.0,0.010595175873586837,0.02401071826956848,0.6798029556650246
208,2.0,0.01542303651501296,0.04241250399577715,0.2255062944718117
209,2.0,0.00971638579142617,0.022259463871481987,0.5194307608100711
210,2.0,0.009980751487010565,0.017271835458690793,0.6436781609195401
211,2.0,0.014862915148388566,0.018461356725710375,0.44991789819376027
